,TNF,LTB,TNF.1,LTB.1,TNF.2,LTB.2,TNF.3,LTB.3,TNF.4,LTB.4,TNF.5,LTB.5,TNF.6,LTB.6,IFNGR2,TNFRSF1B,PLA2G2A,CSF3R,JUN,LEPR,CSF1,HAX1,IL15RA,IL2RA,MAP3K8,FAS,DNTT,CD44,CBL,CD9,TNFRSF1A,LTBR,A2M,ACVRL1,ACVR1B,STAT2,INHBE,PTPN11,IRF9,TNFRSF12A,SOCS1,IL4R,PIK3R5,CCL7,STAT3,ITGB3,GRB2,SOCS3,PTPN2,EBI3,TYK2,IL12RB1,TGFB1,REG1A,IL1R2,IL1R1,IL18R1,IL1B,STAM2,ITGA4,STAT1,PTPN1,IL10RB,IFNAR1,IFNGR2.1,IL17RA,HMOX1,CSF2RB,MYD88,CCR1,IL17RB,CD38,CXCL1,PF4,CXCL3,CXCL9,CXCL10,CXCL11,CXCL13,TLR2,PDGFC,OSMR,IL6ST,CSF2,IRF1,CD14,TNF.7,LTB.7,BAK1,PIM1,TNFRSF21,IFNGR1,IL6,CD36,IL7,CNTFR,CRLF2,CSF2RA,IL3RA,IL2RG,IL13RA1,IL9R
SRR1182248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004931749310676654,0.0,0.0,0.24418001894565458,0.5371981729445173,0.05961927500854279,0.2310357360384581,0.2210632515495582,0.0,0.027639140770052334,0.2818529252721231,0.0,0.7503286761663553,0.25873535735198433,0.9797945633295807,0.9946353845471755,0.6405299899326627,0.0009170776075101016,0.546393942130721,0.1035400334348389,0.06895165966185404,0.013602410327228257,0.8135673822154783,0.17360632255989059,1.0,0.07113035302880072,0.36010864658235064,0.0,0.8354427210192102,0.267551317599692,0.11232892853523818,0.24350633169596328,0.06373081711167822,0.14933019835347253,0.13362936679720797,0.08753220326528557,0.0,0.19458866266832534,0.0,0.0,0.9977520048460372,0.0,0.9658684642086716,0.5645559610455505,0.1701627904360065,0.6611952002230391,0.5056045215203694,0.3129024621927938,0.6186363089434794,0.30660469168119225,0.18081458718780238,0.2363405511324998,0.0015133964639854754,0.1435882132044954,0.0008392830393648986,0.021234123671134156,0.0,0.034054384460761776,0.0,0.03975597475535663,0.0,0.0,0.09700025182374346,0.0,0.0,0.15309099816011723,0.4752519083811522,0.9999999999999999,0.13695376277057425,0.013958648330352381,0.001417730621813132,0.0,0.0,0.4944504379384143,0.0455461368706779,0.09259840109336573,0.3132899551287011,0.9405245275254519,0.0007222167856569632,0.04353504611908523,0.0,0.09389312478482204,0.008097559016350196,0.03587963545638209,0.0,0.8322409656915186,0.0
SRR8757123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6630964289108183,0.0,0.46213812679038213,0.47575013816423745,0.09833317769320227,0.00384680243020628,0.2727994382011323,0.6546885169003769,0.5049194547964702,0.23746427889707705,0.13227061314742652,0.5997758440516279,0.2618896525409593,0.40179222948657606,0.013572088745455324,0.4007557783761849,0.24424141521045645,0.014241737668205951,0.12081960489049205,0.1335820969074369,0.9852060191578598,0.009210205604585865,0.23710593597474228,0.8165184453671139,0.0010583591110547345,0.1286391933639752,1.0,0.8128024275615391,0.0,0.8256363952346284,0.13966486430103153,0.8278447463590699,0.20270323007890143,0.808412216264856,0.12880517447569734,0.879728624786523,0.7170941690853463,0.40595214682998415,0.0,0.20830632810938463,0.01594725839789508,0.7677957254136297,0.19400448139054502,0.18596095910823068,0.9999999999999999,0.35038031874963527,0.8709443256330494,0.7793203176950624,0.5231413241162965,0.5311939467448952,0.7599645370223805,0.5397300974203045,0.6927956536038231,0.6559572946353693,0.5285361089540828,0.0791138801611087,0.9035554461017821,0.037991871878457505,0.12643055619085686,0.021289296023057645,0.12991640772960256,0.18129825562491045,0.20777426166451352,0.0,0.471545622205269,0.011061716017792413,0.008074527790409682,0.26296453190967206,0.0266685970648431,0.6588427060054396,0.5038352051775198,0.6355781679850968,0.5791889396524172,0.48363163564729833,0.6646396012216962,0.041419095963485475,0.41476489055070853,0.004300108527096566,0.5991751188701486,0.11566891907942181,0.000223285942864626,0.15083910333286232,0.5815977952428829,0.685515386189615,0.8773478335883045,0.2738514091625022,0.1464266418909761
SRR8757134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685462381206068,0.0,0.3567462236597845,0.6423218080200107,0.12674065325636788,0.01187071242340364,0.284242918053743,0.8364749000038489,0.6561775238432264,0.23786560087080194,0.16711109148334882,0.6248412228462753,0.2952509276747436,0.2553758339180569,0.08743253507822024,0.6324692746274525,0.4183328612850099,0.017674071128996348,0.1810918797201523,0.1464423123515523,0.7509146881307429,0.0017067231659609737,0.17834808641843558,0.572523485311728,0.0014641285445436037,0.14415310011536084,0.5483005136451986,0.6404839117048208,0.0,0.6580520186786203,0.47485138605572996,0.8965702394390407,0.2172630270143782,0.979070384182463,0.1897609537133495,0.559814836542901,0.7823499006687381,0.39692001044987335,0.0,0.23275004513152964,0.015501218692654499,0.7876923866961566,0.4151644853380197,0.16311493170284885,0.6139447655629738,0.372782539341895,0.6391457194722509,0.933775476543658,0.4364346590862304,0.9030976662676218,0.6620429998463812,0.8594522100846781,0.6991170532885036,0.855076987393327,1.0,0.07946602222000065,0.4143355168531337,0.02086924335990659,0.4215738763481592,0.16130183413156637,0.31990819795350245,0.25546277281129315,0.1311863070198903,0.24141592700878703,0.6224587257091927,0.010792657325905602,0.0031534900853933453,0.12317186674251987,0.03788606034356327,0.6600528524597082,1.0,0.8019169379898278,0.5167009568179217,0.4593728072538871,0.39635497811004,0.028337001738198905,0.8354876960169735,0.002036279733117512,0.7915420578540252,0.12199010851099848,0.0,1.0,1.0,0.6331547077261687,0.7731941331236716,0.6332764775515812,0.5943350394043022
SRR1182249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004265375976584528,0.0,0.0,0.24947878858122088,0.5404828295942353,0.061775324309057925,0.27173212192461293,0.259574848033299,0.0,0.025058082091500893,0.2728448462637682,0.0,0.748397807506651,0.26160566646175054,1.0,1.0,0.6259053109092776,0.0013759652787953055,0.6063861624225568,0.09207447152855987,0.06778421766736709,0.022140306542419576,0.8331135276338153,0.18599632827223467,0.9740429706081483,0.0678229066585744,0.3595948369847321,0.0,1.0,0.25808348240827317,0.12737856141237264,0.23105744490498584,0.05588234922252582,0.1342219880169609,0.09356427940538861,0.09086137333673705,0.0,0.20154586664394694,0.0,0.004371834257917776,1.0,0.0016813103667192265,1.0,0.6048723900700463,0.18752032931809529,0.6643199189042243,0.46958397331472324,0.31506841480301767,0.6468777574119586,0.2896183695012104,0.18962736395430851,0.22257731101781197,0.0,0.1399632993327138,0.0,0.014473893995774957,0.0007415386333565091,0.029805143313862952,0.0,0.12592584778251364,0.024266952249999783,0.0,0.0,0.0,0.0,0.153735980888332,0.4734727808342352,0.9898708358564844,0.13698849536068372,0.013964112730303662,0.0017101911285141093,0.0,5.035659404692428e-05,0.5197243388527836,0.04355928571977134,0.09568327507068283,0.33512080549191686,1.0,0.0025209745466745048,0.06301403139778991,0.0,0.0,0.0025311289447793655,0.015823989265739073,0.0,0.8428895659686569,0.0
SRR8757133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8722470498543986,0.0,0.3402392826282528,0.21489744163370675,0.1183652171594396,0.008311934553421146,0.2948382719124555,1.0,0.814189127127951,0.5472617977784056,0.12374743156395207,0.528618307619392,0.24265601644757892,0.30634634726727566,0.061179999457704325,0.4566245007094104,0.2876905895760288,0.0442449319234271,0.10494227201362297,0.17482235445275784,0.8491247892812859,0.012562437180477143,0.1593111210850025,0.8950745838493704,0.0021993102117084024,0.299136075313628,0.8907315672784335,0.7932703585360026,0.0,0.8633679459346164,0.44807850136062716,0.9199155038579134,1.0000000000000002,1.0,0.2382596185317821,0.7357039783564787,0.9577536089015044,0.49071993859177465,0.0,0.08938976259087535,0.016555282529600167,0.9061508316028707,0.10151944300364073,0.1481051387630618,0.7403641518241193,0.30138283232461693,0.8786453046669187,0.7707621153261979,0.4018383328886654,0.5188840561788453,0.5687917274050779,0.7239295242807157,0.723797648475343,0.8670232881590808,0.4413007225594278,0.07142293713870473,0.7670441382172488,0.009673302295374924,0.4444679932042562,0.22238256969532993,0.22900619378763018,0.6365577697922444,0.27129463425810973,0.12481265596568893,0.5392016947568548,0.012935721972430925,0.006176047534558575,0.17698871785714304,0.026116254350715826,0.7487591741047701,0.4414479269370241,0.48806532090998084,0.561200189030146,0.4444787732769308,0.45782246584198844,0.04767327473818484,0.7351526829430772,0.021055237318310792,0.5715480948452347,0.06264919621121962,0.0,0.0,0.49205481236195925,0.6065514212973374,0.9421015090741889,0.39123820340617105,0.28678789619475004
SRR5874670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000269841544830083,0.0,0.0005594120998669076,0.08259160147550719,0.3703896511535905,0.023218476931535007,0.07816758580406519,0.013988726404561422,0.0,0.04483297877249252,0.036367980199704976,0.0,0.023409392922929415,0.3421593382523502,0.04916187950090559,0.08869714066468606,0.008849052539565591,0.09509997802357606,0.007138552262842444,0.8996318945508559,0.1544252761340868,0.01687126135281216,0.7721056613382951,0.031166468185065015,0.08801286347429682,0.014003625990171775,0.030776786996431646,0.0,0.0,0.34950567631508944,0.19283334160674087,0.2548738221900314,0.006990124729654379,0.3853942879982445,0.0972436772929734,0.10446224800954315,0.0,0.020050910833789834,0.0945033836393825,0.0,0.011813490876783144,0.02599298531526168,0.01132044662585911,0.4707683718007296,0.025952456198480873,0.1130595065674932,0.52783389596561,0.06637532028414547,0.5037072704038537,0.15054361880744221,0.022520506125579126,0.004240392489266016,0.0011799820510540663,0.0784103702748989,0.0,0.32922442341745967,0.012812879224245389,0.024523636483552207,0.000989698463302093,0.036163618748606095,0.0,0.015022781330719263,1.0,0.4330005838404066,0.009080586195328635,0.3383828593926201,0.037327608467211754,0.14421252235234125,0.0,0.0032256330394648614,0.0006881310408489581,0.025489005702586272,0.0002747685031511011,0.13019764446137838,0.022638073325034466,0.4729433602955263,0.12508706931461194,0.005478368748658683,0.002598267450748994,0.5127694214527739,0.6796885740173566,0.0,0.0027621983758130304,0.4567021591598012,0.0,0.19608365630526364,0.0
SRR8757129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969330698573628,0.0,0.835693114790747,0.10898659712283343,0.15154208988476073,0.030212978524180704,0.30300895916531145,0.9645638489265298,0.5995292092813092,0.2790287583385398,0.22326784182079712,0.22892374769635868,0.2629643973184785,0.34876113226919414,0.05157615506315681,0.6147798047632915,0.33976872746547937,0.01593256819993161,0.18245377102954916,0.16591693587449619,1.0,0.003476582931925914,0.20770313909308785,1.0,0.003337105396565582,0.09201856299933935,0.6473519706603249,0.6067108789101731,0.0,0.997618674216572,0.2624129472750675,1.0,0.2840338679349,0.930378050798352,0.10242216445005276,0.7087506486170753,0.9768154016525086,0.37968697223308084,0.0,0.4310341214575339,0.0286387814362859,0.8923887599393031,0.42181953344322837,0.212540418478169,0.8466244035397879,1.0,0.7970534333651778,0.885658524439086,0.5041028630323658,1.0000000000000002,0.7690008996732869,0.6399603768202752,1.0,0.9999999999999999,0.7959525867256139,0.11201763552384371,0.4394226356149004,0.09208020845549447,0.33523666531429885,0.10157180969670826,1.0,1.0,0.4626051019555724,0.0,0.7205665535243857,0.014932070719909818,0.0032693767797384254,0.10543332709938547,0.0,1.0,0.6048685506830396,0.3507924864332845,0.4510534443783335,0.43501950894169567,0.4495497366866459,0.03458184528610974,0.9999999999999999,0.0020515934604713754,0.8940281993589013,0.13626724507832075,0.0,0.04797716399187662,0.8833906150208618,0.5726764836204925,0.8798727600057451,0.6128642145093175,0.4990039189033249
SRR8670615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015887357333804548,0.0,0.0,0.2674351022617706,0.35429564494932725,0.2829444809030663,0.12896305966617996,0.23418276853396425,0.0,0.060461280204498244,0.28788689790759764,0.0,0.5958588054814736,0.19288666097401502,0.556249462722533,0.6577107454685391,0.636196198186195,0.1543291304101697,0.1782450851726536,0.10209340207490357,0.5786481434710962,0.003530139659166872,0.618381498064088,0.2949808359567401,0.5088504742082708,0.019750446574513914,0.21732309646693848,0.0,0.0,0.4774979261003357,0.3998867108587705,0.1872928861428256,0.11627682696023325,0.03266886314987788,0.08967460710006159,0.16405002887578854,0.0,0.1921453796545792,0.0,0.0,0.3545461216736106,0.0034707391540341873,0.0,0.5657889837895708,0.20514923931695028,0.5265828364718852,0.28727809519816994,0.27596061773114433,0.5491620533843571,0.2169623769935805,0.08683113487680721,0.4062147979230941,0.0013392453300696315,0.1533038959855452,0.0,0.08120472206464069,0.0,0.03369332292962617,0.0005616394944187531,0.034203880110030435,0.0,0.0,0.0,0.0,0.0,0.841710775199515,0.6006612011632658,0.5123409418611401,0.0,0.036365183387107175,0.0016157997280818754,0.004132754371113828,5.197571075574402e-05,0.08569814940243191,0.029733531706033378,3.6737182031384985e-06,0.11569390464046823,0.021762262525691016,0.000877057565159764,0.1096744536157693,0.0002152418458099829,0.04846832512182543,0.0,0.012948355551687983,0.0,0.7014381145709595,0.0
SRR5874669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.303397408481672e-05,0.0,0.0003211714970162659,0.11295967474473631,0.15772027214848258,0.019599314488707997,0.10212962037513562,0.002230903658487993,0.0,0.04599904027864929,0.004054982888400902,0.0,0.0,0.3268002412043439,0.010349733683127695,0.0,0.00033269424795574835,0.11015609743523926,0.0,0.9999999999999999,0.1590065612689353,0.014087637291822068,0.7766198382326757,0.057815279233450055,0.007961292233585668,0.002651219695884317,0.0,0.00011940906455365255,0.0,0.0,0.012810264532413618,0.3399946488196709,0.005773388347268822,0.3493809325118934,0.0,0.10114512171862147,0.0,0.015429413830696839,0.2411404020104047,0.0,0.006708294625766115,0.01267982393403909,0.002407159886036253,0.3942136834172114,0.0008490122213928167,0.008602770916820282,0.44787974854410517,0.06532152428359851,0.3765077060947542,0.10361372281444758,0.0069580153324212,0.0,0.000501818621369909,0.06698985586709018,0.000649350665744427,0.36373559474848877,0.003441483956568218,0.0016467356797360817,0.0,0.02306930510675327,0.0,0.0,0.9756342936564666,0.4143261760993572,0.005487763921845789,0.24206871378260475,0.006388872434368284,0.08752329840058767,0.0,0.0,0.0008048947858716393,0.0011614151573324776,8.763943781432233e-05,0.016915328398968324,0.035003954571227486,0.31955476297632196,0.11012378731042223,0.0,0.003658478630936942,0.5119014510290445,0.9999999999999999,0.05448361300198481,0.001762047032405056,0.34392442712495025,0.00012450279479485156,0.026679234443271173,0.02266706419629624
SRR8670629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013885443772705095,0.0,0.0,0.26252735242314945,0.4122022636836537,0.43761189247204924,0.131310033474308,0.20821489770268145,0.0,0.07085002379563696,0.765076819087779,0.0,0.6592537043541434,0.15913608004171592,0.40611741000487517,0.7309186063934184,0.7522742694374863,0.07237212289871232,0.1669699865840488,0.10391287588885827,0.5451765146658556,0.005286135112163878,0.604491386890964,0.2911819770111283,0.6487374188629266,0.02887988508471035,0.2243913161019211,0.0,0.0028727591217511624,0.6577621380394447,0.26133528038273707,0.20011056719661882,0.11090551703669324,0.08351386346507858,0.05513986384591655,0.1306440499989581,0.0,0.16669826745748031,0.0,0.0022543812004075536,0.4772103623158886,0.006068894613610505,0.0,0.536244494378621,0.20984557618315705,0.5186272139577207,0.22733703700619065,0.3680275387954551,0.5844919275340161,0.22492523833817085,0.11396657148230624,0.6660773869613458,0.0004460550474640701,0.15921710521145865,0.0,0.08531402733358881,0.000764764012444986,0.04025300195906846,0.0,0.04784680946663822,0.0,0.0,0.0,0.0,0.0,0.8625441450242981,0.6419448207779554,0.5957683751477262,0.0,0.0338004401216119,0.0012002591971393022,0.0041294210383440375,2.5966894497507845e-05,0.13125115679102123,0.023676704770252847,0.007454055544816164,0.155692799838425,0.02485109698093176,0.000505190213461945,0.0801329849318888,0.0,0.0,0.002610405231435165,0.021980428658414736,0.0,0.6552941613913177,0.0
SRR5874664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035975983018909944,0.12598545507437262,0.0,0.0,0.2119631291848049,0.009192347841353123,0.20262721995120223,0.031083562015600596,0.0,0.04051023792138419,0.01071916084799187,0.060369960103293624,0.0020249879687524843,0.5210788131104437,0.5671471606259411,0.19394372789037176,0.09315839474074215,0.0059316859331970465,0.006344870163199831,0.29407036846348095,0.018750235194302495,0.7450710950859524,0.7527579654025549,0.011170036863290662,0.08318076363384122,0.20657532354357344,0.18992865132548106,0.02706361636592655,0.0,0.45358599653455556,0.00237454016251823,0.18027410541805924,0.06953975656237169,0.6135479554098361,0.20167439126246534,0.009829375328646035,0.0003406254965210048,0.013122539056963202,0.6159725808136616,0.004711664634565562,0.0026659939103533146,0.005436004748065921,0.0007453193369461223,0.11843510843232985,0.010991591608760665,0.11898209306029778,0.30980152841389474,0.015614812883006892,0.11581623144727882,0.11058197399403763,0.02344661713562854,0.17943127020355207,0.0,0.07293992789751504,0.0006031675882175353,0.45916444408377016,0.010788926454130855,0.008412891561167769,0.021698312366321186,1.0,0.008717755062644404,0.0,0.6971117633128228,0.0,0.015575582973669889,0.0025352177292363035,0.026464875505968738,0.012539228195395286,0.0,0.010593448244399725,7.56979081689703e-05,0.0,0.0002713545039571929,0.4588929399661181,0.06899155670212699,0.662482461111459,0.12386311138999802,0.002164120002458012,0.0007970208958543447,0.11231874664148717,0.0053939205172271664,0.10121726575612341,0.024550902499881188,0.04259369055227764,0.00017347187218941728,0.10228010158009376,0.06316481601313947
SRR8670612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005526400343901755,0.0,0.0,0.30419455181585003,0.43102024597362115,0.38801806231282077,0.09276232651721031,0.17706764824298193,0.0,0.024563508294259122,0.20585656204281078,0.0,0.4096973021668318,0.17279659877404968,0.6661118788317416,0.6700181516760007,0.6693640367191407,0.06264415047445951,0.19696221049334064,0.08641393357402775,0.8432355599444772,0.014139555586449937,0.4960963113362538,0.2749394291433687,0.3925192869772672,0.0025984879032695165,0.11297031175708759,0.0,0.0028822120131863737,0.5845272466870892,0.15281267204733545,0.11295099249823923,0.04082411505801719,0.0,0.06915162882038188,0.16845887220025352,0.000327029434492089,0.1446936200247459,0.0,0.0,0.20429041759491365,0.0008698377821650955,0.002146709777456263,0.4844723227970762,0.1359333696727988,0.6552417306099351,0.22071295093818424,0.2364930620591217,0.3948696616503216,0.11138651383997195,0.15928434996804744,0.28922395267872597,0.0015663298127337759,0.1136496599420454,0.0,0.05623219293506207,0.0007672804890714006,0.027902678379014553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5445591673217832,0.728853661915105,0.4737725932138202,0.038657435299604664,0.0174036841871135,0.0016199141095761035,0.0,5.2104678529565164e-05,0.028484310539283172,0.00820697782465466,0.1154184386188762,0.12891692105881375,0.07064313219468454,0.08933690172928738,0.0844692798047515,0.0,0.0,0.0005237989680624981,0.019508199755875685,5.5515914928866535e-05,0.4917304489674178,0.020214531082330126
SRR8670625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009622562783842926,0.0,0.0,0.31158160580630034,0.5209990552377105,0.91617785250877,0.07521395080962359,0.24745540462569318,0.0,0.0314923479463733,0.9401892862208197,0.0,0.9358705261118428,0.15572252837585565,0.6725854202649457,0.8357679876915275,0.9196231293218718,0.014522636684623516,0.22649926906765586,0.09750673109712497,0.8818037747536465,0.0069617657369778155,0.46091147745819244,0.5210374338159514,0.4647328560985868,0.011584638336101589,0.1706281056066618,0.0,0.0056902730360836136,0.9268216806281855,0.1891683874925123,0.10462368346406534,0.020513927779320124,0.0213087233462384,0.04095725578940297,0.09568648199953456,0.0003228226731035556,0.10893471768656711,0.0,0.0022327045209960244,0.3220043431869158,0.0034345943011658835,0.0014127303042559027,0.4022587973274294,0.28761070533617583,0.8901515965909921,0.11095055972879744,0.454531037437771,0.5285657893463118,0.024956833299833003,0.1973606999764039,0.3390641325407521,0.00022088303453428267,0.13061992669746578,0.0,0.04559587454551889,0.0,0.052912994800154704,0.0,0.020308605139707538,0.0,0.004218213562456437,0.033033857591852615,0.0,0.0005367826790378433,0.9167364371946407,0.8539798282558563,0.8250688780591526,0.0,0.01943535821411746,0.0012628965947736538,0.0010224287955093979,0.0,0.07529302705869155,0.0003700490304433292,0.21466517571363014,0.2779310227582203,0.03589271119397123,0.06687535028086092,0.10043876052347608,0.00021300028154870351,0.0,0.0,0.016495161660480893,0.0,0.5690336103500324,0.01995450033318199
SRR6517759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028358661924151517,0.018620646129755693,0.000548713383551393,0.08675391368967739,0.21506236380088853,0.012161545099280642,0.08282720376030198,0.0,0.004518213060366407,0.092423585422721,0.050354384808241996,0.0,0.0011600949996151814,0.7412771707123249,0.0,0.004108183380451165,0.0,0.3775667528377884,0.012503621361523512,0.5857518346128596,0.24465162248094025,0.015645040493654484,0.8284252923390736,0.0791045204889893,0.004833655378348638,0.02088160989964563,0.004655575126669826,0.0005245903752977707,0.0,0.31407556109833157,0.053343484425255314,0.043697615599961354,0.008176620888595325,0.4043869621892666,0.0,0.09063623764586151,0.0,8.356692620205275e-06,0.0,0.0,0.005345079800258161,0.006427530588425659,0.015862776993576865,0.9268263378807827,0.00037584479058957315,0.0484661349372839,0.7489471553617939,0.07226275579352612,0.778402988362471,0.02532746864886265,0.0019426902928685076,0.005899288138718914,0.0,0.004577885237943757,0.0,0.9999999999999999,0.002834849735506515,0.0018086183228175625,0.0,0.03378284964949944,0.0,0.0,0.16485295322226187,0.303371056220482,0.004687852965879424,0.07645937518003765,0.013560946706639857,0.19763892323545054,0.0,0.0030188235066568063,0.0005159699390467668,0.005102353121506935,6.416989886230235e-05,0.025782133824920603,0.014855512630774876,0.32098222690127626,0.11524639481878456,0.0,0.000679998078592829,0.7305680371682589,0.48736793982591303,0.0,0.006450884594878936,0.687743994416964,0.00041022619236145866,0.0,0.0
SRR8757135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855793798183111,0.0,0.21838904246875773,0.331671575986355,0.1278255540397202,0.003545770377008468,0.31220404569143656,0.8541442194900841,0.4351162731121639,0.31128000582357906,0.2098828583649771,0.39768252044254493,0.23598802853728257,0.22726886338040092,0.03645208839714817,0.3935155107770215,0.20455874587629236,0.02279347578726605,0.06269452441408038,0.06054599469789641,0.4450072331575879,0.015555656324411115,0.12547916767678197,0.5654267949530802,0.0,0.4033750945163631,0.51300015346741,0.5709537139975895,0.0,0.6741741188034056,0.6518670273495565,0.8084033801535231,0.5102025985268986,0.9421343833500969,0.18978781615593,0.4828083352927219,0.9411325142669537,0.4143490458338935,0.0,0.1662735664879662,0.00710048249557236,0.4339742218589922,0.18025739312742473,0.16071505164606292,0.5743768940608185,0.23982148624011698,0.6693289146946112,0.8208528900206946,0.4298757014498293,0.37255699580372476,0.43431617767687297,1.0,0.4281272493017588,0.7069111718201471,0.44416048252741325,0.04926768142229371,0.24442487337139235,0.018713004742152622,1.0,0.12771536210244624,0.18048658069483678,0.27644147169715344,0.1968073165078754,0.12072505084862922,0.43492998451426873,0.013861620815938017,0.00359191661511746,0.11108433094185091,0.02526094898046745,0.8633547771678464,0.41262146155276286,1.0,0.5250988700086446,0.4133728078168038,0.39167556725330877,0.027496045851313294,0.7112724129697718,0.0030548519814150047,0.4736574161939709,0.17070404859947327,0.0,0.0476257885418106,0.48723528739719973,0.42207504962600784,1.0,0.23711015825997864,0.39627944873521137
